Provincia,Cuenca,Subcuenca,Codigo_cuenca,ID_local,Tipo_geoforma,Clas_prima,Origen_GE,Act_GE,Forma_GE,Estruct_I,Estruct_II,Longitud,Latitud,Area,Largo_total,H_max_total,H_media_total,H_min_total,Pendiente,Orientacion,H_max_parcial,H_media_parcial,H_min_parcial,Img_ba_F,Img_ba_S,Img_ap_S_Bing/Google Earth,Img_ap_S_Desconocido
4,3,19,9,2393,2,9,1.0,2.0,1.0,1.0,2.0,-69.5302,-29.3113,1,789.0,3889.0,3815.0,3676.0,26.316,3,3889.0,3815.0,3676.0,3,0,True,False
4,3,19,9,2425,2,9,1.0,2.0,0.0,1.0,1.0,-69.5758,-29.2949,1,442.0,4275.0,4236.0,4189.0,27.417,5,4275.0,4236.0,4189.0,3,0,True,False
4,3,19,9,2789,0,6,-1.0,-1.0,-1.0,-1.0,-1.0,-69.7727,-29.061,1,899.0,5252.0,5049.0,4848.0,27.019,6,4894.0,4867.0,4848.0,3,0,True,False
4,3,19,9,2748,2,9,1.0,2.0,0.0,2.0,2.0,-69.7537,-29.323,1,206.0,4403.0,4380.0,4345.0,31.773,6,4403.0,4380.0,4345.0,3,0,True,False
4,3,19,9,2985,3,7,-1.0,-1.0,-1.0,-1.0,-1.0,-69.8737,-29.6191,2,62.0,5063.0,5046.0,5029.0,10.684,6,5063.0,5046.0,5029.0,3,0,False,True
4,3,19,9,2759,2,9,2.0,1.0,1.0,1.0,1.0,-69.7573,-29.057,0,1566.0,4756.0,4571.0,4415.0,15.927,0,4756.0,4594.0,4489.0,3,0,True,False
4,3,19,9,2371,3,7,-1.0,-1.0,-1.0,-1.0,-1.0,-69.4916,-29.6241,0,304.0,5363.0,5299.0,5222.0,19.72,5,5363.0,5299.0,5222.0,3,0,False,True
4,3,19,9,2604,2,9,1.0,2.0,0.0,1.0,1.0,-69.6877,-29.5598,1,197.0,4540.0,4538.0,4535.0,17.193,7,4540.0,4538.0,4535.0,3,0,True,False
4,3,19,9,3029,3,7,-1.0,-1.0,-1.0,-1.0,-1.0,-69.8959,-29.9663,2,173.0,5229.0,5203.0,5177.0,26.563,5,5229.0,5203.0,5177.0,3,0,False,True
4,3,19,9,2997,3,7,-1.0,-1.0,-1.0,-1.0,-1.0,-69.8798,-29.6125,1,118.0,4987.0,4969.0,4952.0,12.964,6,4987.0,4969.0,4952.0,3,0,False,True
4,3,19,9,3046,2,9,1.0,2.0,0.0,2.0,2.0,-69.9059,-30.0547,2,188.0,4832.0,4831.0,4830.0,30.493,0,4832.0,4831.0,4830.0,3,0,True,False
4,3,19,9,2935,2,9,1.0,2.0,1.0,1.0,2.0,-69.8369,-29.2546,2,680.0,4453.0,4363.0,4233.0,20.566,7,4292.0,4255.0,4233.0,3,0,True,False
4,3,19,9,3040,2,9,1.0,2.0,4.0,2.0,2.0,-69.9031,-30.0465,1,101.0,4766.0,4757.0,4747.0,31.83,6,4766.0,4757.0,4747.0,3,0,True,False
4,3,19,9,2381,2,9,1.0,2.0,2.0,1.0,1.0,-69.4991,-29.2465,2,204.0,4472.0,4449.0,4425.0,32.613,4,4472.0,4449.0,4425.0,3,0,True,False
4,3,19,9,2620,2,9,1.0,2.0,0.0,1.0,2.0,-69.6986,-28.8786,1,177.0,4361.0,4351.0,4341.0,21.058,6,4361.0,4351.0,4341.0,3,0,True,False
4,3,19,9,2695,2,9,1.0,2.0,0.0,1.0,2.0,-69.7373,-29.2211,1,469.0,4102.0,4037.0,3996.0,16.448,6,4102.0,4037.0,3996.0,3,0,True,False
4,3,19,9,2747,2,9,1.0,1.0,2.0,1.0,2.0,-69.7537,-29.1127,0,535.0,4628.0,4573.0,4514.0,19.165,2,4628.0,4573.0,4514.0,3,0,True,False
4,3,19,9,3138,1,6,-1.0,-1.0,-1.0,-1.0,-1.0,-70.0188,-29.361,1,397.0,5107.0,5095.0,5085.0,6.23,6,5107.0,5095.0,5085.0,3,0,False,True
4,3,19,9,2743,0,5,-1.0,-1.0,-1.0,-1.0,-1.0,-69.7539,-28.9752,0,982.0,5033.0,4945.0,4876.0,15.521,2,5033.0,4966.0,4922.0,3,0,True,False
4,3,19,9,2357,3,7,-1.0,-1.0,-1.0,-1.0,-1.0,-69.4798,-29.7467,0,418.0,5264.0,5204.0,5152.0,22.676,7,5264.0,5204.0,5152.0,3,0,False,True
4,3,19,9,2808,2,9,1.0,2.0,1.0,1.0,1.0,-69.7805,-30.0684,2,173.0,4656.0,4618.0,4579.0,30.637,3,4656.0,4618.0,4579.0,3,0,True,False
4,3,19,9,3009,2,9,1.0,2.0,1.0,1.0,1.0,-69.8843,-30.1074,2,251.0,5094.0,5019.0,4938.0,25.254,2,5094.0,5019.0,4938.0,3,0,True,False
4,3,19,9,3008,2,9,1.0,1.0,1.0,2.0,1.0,-69.8839,-30.1034,1,367.0,4842.0,4782.0,4732.0,24.948,2,4842.0,4802.0,4766.0,3,0,True,False
4,3,19,9,2368,2,9,1.0,2.0,4.0,2.0,2.0,-69.4893,-29.7237,1,117.0,4898.0,4837.0,4775.0,17.894,7,4898.0,4837.0,4775.0,3,0,True,False
4,3,19,9,2904,2,9,1.0,2.0,2.0,1.0,2.0,-69.8155,-29.8646,2,146.0,4226.0,4207.0,4188.0,21.008,5,4226.0,4207.0,4188.0,3,0,True,False
4,3,19,9,2941,2,9,1.0,2.0,4.0,2.0,2.0,-69.8411,-30.0699,1,141.0,4481.0,4474.0,4468.0,23.899,6,4481.0,4474.0,4468.0,3,0,True,False
4,3,19,9,2994,3,7,-1.0,-1.0,-1.0,-1.0,-1.0,-69.8778,-29.7178,2,537.1658536585365,4759.0,4745.0,4739.0,7.571,0,4759.0,4745.0,4739.0,3,0,False,True
4,3,19,9,2365,3,7,-1.0,-1.0,-1.0,-1.0,-1.0,-69.487,-29.7136,1,537.1658536585365,5106.0,5072.0,5031.0,14.734,7,5106.0,5072.0,5031.0,3,0,False,True
4,3,19,9,2937,2,9,1.0,2.0,0.0,1.0,1.0,-69.8362,-29.1577,2,117.0,3911.0,3879.0,3858.0,21.813,6,3911.0,3879.0,3858.0,3,0,True,False
4,3,19,9,2675,2,9,1.0,1.0,1.0,1.0,2.0,-69.728,-28.9633,0,1718.0,4826.0,4616.0,4437.0,15.983,6,4826.0,4616.0,4437.0,3,0,True,False
4,3,19,9,2346,1,6,-1.0,-1.0,-1.0,-1.0,-1.0,-69.4708,-29.6482,0,1619.0,5662.0,5469.0,5256.0,15.334,5,5662.0,5469.0,5256.0,3,0,False,True
4,3,19,9,2753,2,9,1.0,2.0,1.0,1.0,1.0,-69.7547,-29.3497,2,213.0,4468.0,4404.0,4378.0,17.515,6,4468.0,4404.0,4378.0,3,0,True,False
4,3,19,9,3032,2,9,1.0,2.0,0.0,2.0,2.0,-69.8975,-29.2926,1,108.0,4292.0,4272.0,4250.0,23.334,5,4292.0,4272.0,4250.0,3,0,True,False
4,3,19,9,2919,2,9,1.0,1.0,1.0,2.0,2.0,-69.8189,-30.1048,1,537.0,4600.0,4535.0,4456.0,21.459,3,4600.0,4561.0,4521.0,3,0,True,False
4,3,19,9,2356,3,7,-1.0,-1.0,-1.0,-1.0,-1.0,-69.4773,-29.6776,0,695.0,5408.0,5340.0,5268.0,11.343,7,5408.0,5340.0,5268.0,3,0,False,True
4,3,19,9,2779,2,9,2.0,1.0,1.0,2.0,2.0,-69.7672,-29.1245,0,1555.0,5074.0,4948.0,4756.0,21.725,0,5074.0,4948.0,4756.0,3,0,True,False
4,3,19,9,3105,2,9,1.0,2.0,1.0,1.0,1.0,-69.976,-29.3238,1,223.0,4182.0,4177.0,4171.0,23.426,6,4182.0,4177.0,4171.0,3,0,True,False
4,3,19,9,3079,2,9,1.0,2.0,4.0,2.0,2.0,-69.93,-30.1062,1,243.0,4889.0,4845.0,4805.0,25.4,3,4889.0,4845.0,4805.0,3,0,True,False
4,3,19,9,3118,2,9,1.0,2.0,4.0,2.0,2.0,-69.9952,-29.3199,1,192.0,4517.0,4474.0,4429.0,25.113,6,4517.0,4474.0,4429.0,3,0,True,False
4,3,19,9,3077,2,9,1.0,2.0,4.0,2.0,2.0,-69.9296,-29.2355,1,81.0,4284.0,4259.0,4224.0,18.196,1,4284.0,4259.0,4224.0,3,0,True,False
4,3,19,9,2719,2,9,1.0,1.0,1.0,1.0,1.0,-69.7449,-29.059,1,493.0,4260.0,4212.0,4146.0,17.678,6,4260.0,4212.0,4146.0,3,0,True,False
4,3,19,9,2754,2,9,1.0,2.0,1.0,1.0,1.0,-69.7551,-29.2242,1,317.0,4298.0,4266.0,4235.0,30.035,6,4298.0,4266.0,4235.0,3,0,True,False
4,3,19,9,2717,2,9,1.0,2.0,1.0,1.0,2.0,-69.7444,-30.0374,2,149.0,4752.0,4698.0,4670.0,19.12,3,4752.0,4698.0,4670.0,3,0,True,False
4,3,19,9,2977,2,9,1.0,2.0,4.0,2.0,2.0,-69.8681,-29.6642,1,176.0,4659.0,4656.0,4652.0,20.985,6,4659.0,4656.0,4652.0,3,0,True,False
4,3,19,9,3074,2,9,1.0,2.0,4.0,2.0,2.0,-69.9284,-30.1011,1,180.0,4792.0,4753.0,4717.0,27.069,3,4792.0,4753.0,4717.0,3,0,True,False
