Provincia,Cuenca,Subcuenca,Codigo_cue,ID_local,Tipo_geofo,Nombre_com,Clas_prima,Forma,Frente,Perf_long,Fuente_ali,Act_lengua,Morena_1,Morena_2,Cob_lengua,Origen_GE,Act_GE,Forma_GE,Estruct_I,Estruct_II,Longitud,Latitud,Area,Largo_tota,H_max_tota,H_media_to,H_min_tota,Pendiente,Orientacio,H_max_parc,H_media_pa,H_min_parc,Img_ba_F,Img_ba_S,Img_ap_F,Img_ap_S
Catamarca,Varias de la Puna,Antofagasta de las Sierras,K0830000,G670333O263768S,ND,,7,,,,,,,,,,,,,,,,,,,,,,,,,,2020-08-13,SENTINEL-2,,
Catamarca,Varias de la Puna,Antofagasta de las Sierras,K0830000,G670552O265877S,ND,,7,,,,,,,,,,,,,,,,,,,,,,,,,,2020-08-13,SENTINEL-2,,
La Rioja,R. Vinchina-Bermejo,R. Vinchina-Bermejo,F0520000,G687787O277928S,ND,,7,,,,,,,,,,,,,,,,,,,,,,,,,,2021-01-18,SENTINEL-2,,
La Rioja,R. Vinchina-Bermejo,R. Vinchina-Bermejo,F0520000,G687996O277880S,ND,,7,,,,,,,,,,,,,,,,,,,,,,,,,,2021-01-18,SENTINEL-2,,
La Rioja,R. Vinchina-Bermejo,R. Vinchina-Bermejo,F0520000,G687819O278222S,ND,,7,,,,,,,,,,,,,,,,,,,,,,,,,,2021-01-18,SENTINEL-2,,
La Rioja,R. Vinchina-Bermejo,R. Vinchina-Bermejo,F0520000,G687510O279239S,ND,,7,,,,,,,,,,,,,,,,,,,,,,,,,,2021-01-18,SENTINEL-2,,
La Rioja,R. Vinchina-Bermejo,R. Vinchina-Bermejo,F0520000,G687591O279553S,ND,,7,,,,,,,,,,,,,,,,,,,,,,,,,,2021-01-18,SENTINEL-2,,
La Rioja,R. Vinchina-Bermejo,R. Vinchina-Bermejo,F0520000,G687435O279031S,ND,,7,,,,,,,,,,,,,,,,,,,,,,,,,,2021-01-18,SENTINEL-2,,
La Rioja,R. Vinchina-Bermejo,R. Vinchina-Bermejo,F0520000,G689038O279506S,ND,,7,,,,,,,,,,,,,,,,,,,,,,,,,,2021-01-18,SENTINEL-2,,
La Rioja,R. Vinchina-Bermejo,R. Vinchina-Bermejo,F0520000,G688903O279540S,ND,,7,,,,,,,,,,,,,,,,,,,,,,,,,,2020-05-18,SENTINEL-2,,
La Rioja,R. Vinchina-Bermejo,R. Vinchina-Bermejo,F0520000,G688850O279557S,ND,,7,,,,,,,,,,,,,,,,,,,,,,,,,,2020-05-18,SENTINEL-2,,
La Rioja,R. Vinchina-Bermejo,R. Vinchina-Bermejo,F0520000,G689370O280583S,ND,,7,,,,,,,,,,,,,,,,,,,,,,,,,,2020-05-18,SENTINEL-2,,
La Rioja,R. Vinchina-Bermejo,R. Vinchina-Bermejo,F0520000,G689825O283438S,ND,,7,,,,,,,,,,,,,,,,,,,,,,,,,,2020-05-18,SENTINEL-2,,
La Rioja,R. Vinchina-Bermejo,R. Vinchina-Bermejo,F0520000,G690118O283042S,ND,,7,,,,,,,,,,,,,,,,,,,,,,,,,,2020-03-19,SENTINEL-2,,
La Rioja,R. Vinchina-Bermejo,R. Vinchina-Bermejo,F0520000,G690054O283042S,ND,,7,,,,,,,,,,,,,,,,,,,,,,,,,,2020-03-19,SENTINEL-2,,
La Rioja,R. Vinchina-Bermejo,R. Vinchina-Bermejo,F0520000,G690074O283082S,ND,,7,,,,,,,,,,,,,,,,,,,,,,,,,,2020-03-19,SENTINEL-2,,
La Rioja,R. Vinchina-Bermejo,R. Vinchina-Bermejo,F0520000,G689747O283565S,ND,,7,,,,,,,,,,,,,,,,,,,,,,,,,,2020-05-18,SENTINEL-2,,
La Rioja,R. Vinchina-Bermejo,R. Vinchina-Bermejo,F0520000,G688818O279025S,ND,,7,,,,,,,,,,,,,,,,,,,,,,,,,,2021-01-18,SENTINEL-2,,
La Rioja,Varias de Velazco,Varias de Velazco,F0890000,G678106O290197S,ND,,7,,,,,,,,,,,,,,,,,,,,,,,,,,2020-10-02,SENTINEL-2,,
La Rioja,Varias de Velazco,Varias de Velazco,F0890000,G678117O290172S,ND,,7,,,,,,,,,,,,,,,,,,,,,,,,,,2020-10-02,SENTINEL-2,,
La Rioja,R. Jáchal,R. Blanco Superior,F0530000,G688569O277719S,ND,,7,,,,,,,,,,,,,,,,,,,,,,,,,,2021-01-18,SENTINEL-2,,
San Juan,R. Jáchal,R. Blanco Superior,J0530000,G696462O285593S,ND,,7,,,,,,,,,,,,,,,,,,,,,,,,,,2020-03-19,SENTINEL-2,,
San Juan,R. Jáchal,R. Blanco Superior,J0530000,G696407O285619S,ND,,7,,,,,,,,,,,,,,,,,,,,,,,,,,2020-03-19,SENTINEL-2,,
San Juan,R. Jáchal,R. Blanco Superior,J0530000,G696208O285675S,ND,,7,,,,,,,,,,,,,,,,,,,,,,,,,,2020-03-19,SENTINEL-2,,
La Rioja,R. Jáchal,R. Blanco Superior,F0530000,G689171O278389S,ND,,7,,,,,,,,,,,,,,,,,,,,,,,,,,2019-12-25,SENTINEL-2,,
La Rioja,R. Jáchal,R. Blanco Superior,F0530000,G689635O280570S,ND,,7,,,,,,,,,,,,,,,,,,,,,,,,,,2020-05-18,SENTINEL-2,,
La Rioja,R. Jáchal,R. Blanco Superior,F0530000,G693917O282331S,ND,,7,,,,,,,,,,,,,,,,,,,,,,,,,,2020-03-19,SENTINEL-2,,
La Rioja,R. Jáchal,R. Blanco Superior,F0530000,G695126O283264S,ND,,7,,,,,,,,,,,,,,,,,,,,,,,,,,2020-03-19,SENTINEL-2,,
San Juan,R. Jáchal,R. Blanco Superior,J0530000,G695863O285355S,ND,,7,,,,,,,,,,,,,,,,,,,,,,,,,,2020-03-19,SENTINEL-2,,
Catamarca,R. Abaucán y L. Verde,R. Abaucán,K0930000,G684733O271883S,ND,,7,,,,,,,,,,,,,,,,,,,,,,,,,,2021-12-24,SENTINEL-2,,
Catamarca,R. Abaucán y L. Verde,R. Abaucán,K0930000,G684736O272023S,ND,,7,,,,,,,,,,,,,,,,,,,,,,,,,,2021-12-24,SENTINEL-2,,
Catamarca,R. Abaucán y L. Verde,R. Abaucán,K0930000,G684703O271921S,ND,,7,,,,,,,,,,,,,,,,,,,,,,,,,,2021-12-24,SENTINEL-2,,
San Juan,R. Jáchal,R. de la Palca,J0530000,G698134O295302S,ND,,7,,,,,,,,,,,,,,,,,,,,,,,,,,2020-03-19,SENTINEL-2,,
San Juan,R. Jáchal,R. de la Palca,J0530000,G700057O293616S,ND,,6,,,,,,,,,,,,,,,,,,,,,,,,,,2020-03-19,SENTINEL-2,,
San Juan,R. Jáchal,R. de la Palca,J0530000,G700044O293670S,ND,,7,,,,,,,,,,,,,,,,,,,,,,,,,,2020-03-19,SENTINEL-2,,
San Juan,R. Jáchal,R. de la Palca,J0530000,G698816O297176S,ND,,7,,,,,,,,,,,,,,,,,,,,,,,,,,2020-03-19,SENTINEL-2,,
San Juan,R. Jáchal,R. de la Palca,J0530000,G698746O297260S,ND,,7,,,,,,,,,,,,,,,,,,,,,,,,,,2020-03-19,SENTINEL-2,,
San Juan,R. Jáchal,R. Blanco Inferior,J0530000,G696393O300426S,ND,,7,,,,,,,,,,,,,,,,,,,,,,,,,,2020-03-19,SENTINEL-2,,
San Juan,R. Jáchal,R. Blanco Inferior,J0530000,G697086O303935S,ND,,7,,,,,,,,,,,,,,,,,,,,,,,,,,2020-03-19,SENTINEL-2,,
San Juan,R. Jáchal,R. Blanco Inferior,J0530000,G696245O300578S,ND,,7,,,,,,,,,,,,,,,,,,,,,,,,,,2020-03-19,SENTINEL-2,,
San Juan,R. Jáchal,R. Blanco Inferior,J0530000,G697289O300719S,ND,,7,,,,,,,,,,,,,,,,,,,,,,,,,,2020-03-19,SENTINEL-2,,
San Juan,R. Jáchal,R. Blanco Inferior,J0530000,G697529O304663S,ND,,7,,,,,,,,,,,,,,,,,,,,,,,,,,2020-03-19,SENTINEL-2,,
San Juan,R. Jáchal,R. Blanco Inferior,J0530000,G696347O301355S,ND,,7,,,,,,,,,,,,,,,,,,,,,,,,,,2020-03-19,SENTINEL-2,,
San Juan,R. Jáchal,R. Blanco Inferior,J0530000,G697847O301119S,ND,,7,,,,,,,,,,,,,,,,,,,,,,,,,,2020-03-19,SENTINEL-2,,
San Juan,R. Jáchal,R. Blanco Inferior,J0530000,G696075O300686S,ND,,7,,,,,,,,,,,,,,,,,,,,,,,,,,2020-03-19,SENTINEL-2,,
San Juan,R. Jáchal,R. Blanco Inferior,J0530000,G697232O300678S,ND,,7,,,,,,,,,,,,,,,,,,,,,,,,,,2020-03-19,SENTINEL-2,,
San Juan,R. Jáchal,R. Blanco Inferior,J0530000,G697479O304857S,ND,,7,,,,,,,,,,,,,,,,,,,,,,,,,,2020-03-19,SENTINEL-2,,
San Juan,R. Jáchal,R. Blanco Inferior,J0530000,G697941O303171S,ND,,7,,,,,,,,,,,,,,,,,,,,,,,,,,2020-03-19,SENTINEL-2,,
San Juan,R. Jáchal,R. Blanco Inferior,J0530000,G696963O304501S,ND,,7,,,,,,,,,,,,,,,,,,,,,,,,,,2020-03-19,SENTINEL-2,,
San Juan,R. Jáchal,R. Blanco Inferior,J0530000,G697405O305207S,ND,,7,,,,,,,,,,,,,,,,,,,,,,,,,,2020-03-19,SENTINEL-2,,
San Juan,R. Jáchal,R. Blanco Inferior,J0530000,G697423O304811S,ND,,7,,,,,,,,,,,,,,,,,,,,,,,,,,2020-03-19,SENTINEL-2,,
San Juan,R. Jáchal,R. Blanco Inferior,J0530000,G697079O303860S,ND,,7,,,,,,,,,,,,,,,,,,,,,,,,,,2020-03-19,SENTINEL-2,,
San Juan,R. Jáchal,R. Blanco Inferior,J0530000,G696420O301222S,ND,,7,,,,,,,,,,,,,,,,,,,,,,,,,,2020-03-19,SENTINEL-2,,
San Juan,R. Jáchal,R. Blanco Inferior,J0530000,G697586O300810S,ND,,7,,,,,,,,,,,,,,,,,,,,,,,,,,2020-03-19,SENTINEL-2,,
San Juan,R. Jáchal,R. Blanco Inferior,J0530000,G697255O304584S,ND,,7,,,,,,,,,,,,,,,,,,,,,,,,,,2020-03-19,SENTINEL-2,,
San Juan,R. Jáchal,R. Blanco Inferior,J0530000,G697525O302890S,ND,,7,,,,,,,,,,,,,,,,,,,,,,,,,,2020-03-19,SENTINEL-2,,
San Juan,R. Jáchal,R. Blanco Inferior,J0530000,G696726O301066S,ND,,7,,,,,,,,,,,,,,,,,,,,,,,,,,2020-03-19,SENTINEL-2,,
San Juan,R. Jáchal,R. Blanco Inferior,J0530000,G697447O304067S,ND,,7,,,,,,,,,,,,,,,,,,,,,,,,,,2020-03-19,SENTINEL-2,,
San Juan,R. Jáchal,R. Blanco Inferior,J0530000,G698794O302718S,ND,,7,,,,,,,,,,,,,,,,,,,,,,,,,,2020-03-19,SENTINEL-2,,
San Juan,R. Jáchal,R. Blanco Inferior,J0530000,G697242O303976S,ND,,7,,,,,,,,,,,,,,,,,,,,,,,,,,2020-03-19,SENTINEL-2,,
La Rioja,R. Jáchal,R. Blanco Superior,F0530000,G695370O283443S,ND,,7,,,,,,,,,,,,,,,,,,,,,,,,,,2020-03-19,SENTINEL-2,,
La Rioja,R. Jáchal,R. Blanco Superior,F0530000,G695542O283459S,ND,,7,,,,,,,,,,,,,,,,,,,,,,,,,,2020-03-19,SENTINEL-2,,
San Juan,R. Jáchal,R. Blanco Inferior,J0530000,G698767O302362S,ND,,7,,,,,,,,,,,,,,,,,,,,,,,,,,2020-03-19,SENTINEL-2,,
San Juan,R. Jáchal,R. Blanco Inferior,J0530000,G696383O301308S,ND,,7,,,,,,,,,,,,,,,,,,,,,,,,,,2020-03-19,SENTINEL-2,,
La Rioja,R. Vinchina-Bermejo,R. Vinchina-Bermejo,F0520000,G687500O278504S,ND,,7,,,,,,,,,,,,,,,,,,,,,,,,,,2020-05-18,SENTINEL-2,,
La Rioja,R. Vinchina-Bermejo,R. Vinchina-Bermejo,F0520000,G688112O280344S,ND,,7,,,,,,,,,,,,,,,,,,,,,,,,,,2020-05-18,SENTINEL-2,,
San Juan,R. Jáchal,R. Blanco Inferior,J0530000,G697626O304398S,ND,,7,,,,,,,,,,,,,,,,,,,,,,,,,,2020-03-19,SENTINEL-2,,
San Juan,R. Jáchal,R. de la Palca,J0530000,G698676O297213S,ND,,7,,,,,,,,,,,,,,,,,,,,,,,,,,2020-03-19,SENTINEL-2,,
San Juan,R. Jáchal,R. de la Palca,J0530000,G698715O297296S,ND,,7,,,,,,,,,,,,,,,,,,,,,,,,,,2020-03-19,SENTINEL-2,,
San Juan,R. Jáchal,R. de la Palca,J0530000,G698670O296068S,ND,,7,,,,,,,,,,,,,,,,,,,,,,,,,,2020-03-19,SENTINEL-2,,
La Rioja,R. Vinchina-Bermejo,R. Vinchina-Bermejo,F0520000,G688284O278048S,ND,,7,,,,,,,,,,,,,,,,,,,,,,,,,,2021-01-18,SENTINEL-2,,
La Rioja,R. Vinchina-Bermejo,R. Vinchina-Bermejo,F0520000,G688681O278846S,ND,,7,,,,,,,,,,,,,,,,,,,,,,,,,,2021-01-18,SENTINEL-2,,
La Rioja,R. Vinchina-Bermejo,R. Vinchina-Bermejo,F0520000,G689045O280311S,ND,,7,,,,,,,,,,,,,,,,,,,,,,,,,,2020-05-18,SENTINEL-2,,
La Rioja,R. Vinchina-Bermejo,R. Vinchina-Bermejo,F0520000,G689190O279010S,ND,,7,,,,,,,,,,,,,,,,,,,,,,,,,,2021-01-18,SENTINEL-2,,
La Rioja,R. Vinchina-Bermejo,R. Vinchina-Bermejo,F0520000,G689257O278975S,ND,,7,,,,,,,,,,,,,,,,,,,,,,,,,,2021-01-18,SENTINEL-2,,
La Rioja,Varias de Velazco,Varias de Velazco,F0890000,G678352O290552S,ND,,7,,,,,,,,,,,,,,,,,,,,,,,,,,2020-10-02,SENTINEL-2,,
Catamarca,R. Abaucán y L. Verde,L. Verde,K0930000,G685816O272286S,ND,,7,,,,,,,,,,,,,,,,,,,,,,,,,,2021-01-18,SENTINEL-2,,
Catamarca,R. Abaucán y L. Verde,R. Abaucán,K0930000,G684717O271859S,ND,,7,,,,,,,,,,,,,,,,,,,,,,,,,,2021-12-24,SENTINEL-2,,
Catamarca,R. Abaucán y L. Verde,R. Abaucán,K0930000,G684738O271939S,ND,,7,,,,,,,,,,,,,,,,,,,,,,,,,,2021-12-24,SENTINEL-2,,
Catamarca,R. Abaucán y L. Verde,R. Abaucán,K0930000,G684842O271903S,ND,,7,,,,,,,,,,,,,,,,,,,,,,,,,,2021-12-24,SENTINEL-2,,
Catamarca,R. Abaucán y L. Verde,R. Abaucán,K0930000,G684688O271194S,ND,,7,,,,,,,,,,,,,,,,,,,,,,,,,,2021-12-24,SENTINEL-2,,
Catamarca,R. Abaucán y L. Verde,R. Abaucán,K0930000,G682987O270399S,ND,,7,,,,,,,,,,,,,,,,,,,,,,,,,,2021-12-24,SENTINEL-2,,
Catamarca,R. Abaucán y L. Verde,R. Abaucán,K0930000,G684450O270956S,ND,,7,,,,,,,,,,,,,,,,,,,,,,,,,,2021-12-24,SENTINEL-2,,
Catamarca,R. Abaucán y L. Verde,L. Verde,K0930000,G685802O272393S,ND,,7,,,,,,,,,,,,,,,,,,,,,,,,,,2021-12-24,SENTINEL-2,,
Catamarca,R. Abaucán y L. Verde,L. Verde,K0930000,G685317O272504S,ND,,7,,,,,,,,,,,,,,,,,,,,,,,,,,2021-12-24,SENTINEL-2,,
Catamarca,R. Abaucán y L. Verde,R. Abaucán,K0930000,G682777O270366S,ND,,7,,,,,,,,,,,,,,,,,,,,,,,,,,2021-12-24,SENTINEL-2,,
Catamarca,R. Abaucán y L. Verde,L. Verde,K0930000,G685447O277075S,ND,,7,,,,,,,,,,,,,,,,,,,,,,,,,,2021-01-18,SENTINEL-2,,
Catamarca,Varias de la Puna,Salar de Antofalla,K0830000,G685731O264826S,ND,,7,,,,,,,,,,,,,,,,,,,,,,,,,,2021-12-24,SENTINEL-2,,
Catamarca,Varias de la Puna,Salar de Antofalla,K0830000,G679056O255824S,ND,,7,,,,,,,,,,,,,,,,,,,,,,,,,,2020-08-13,SENTINEL-2,,
Catamarca,Varias de la Puna,Salar de Antofalla,K0830000,G683478O266388S,ND,,7,,,,,,,,,,,,,,,,,,,,,,,,,,2021-12-24,SENTINEL-2,,
Catamarca,Varias de la Puna,Salar de Antofalla,K0830000,G678794O255624S,ND,,7,,,,,,,,,,,,,,,,,,,,,,,,,,2020-08-13,SENTINEL-2,,
Catamarca,Alta cuenca del rio Juramento,R. Santa María,K0280000,G662003O273041S,GE,,9,,,,,,,,,1,2,4,1,2,-66.2004,-27.3041,0.0167,209.0,4650.0,4636.0,4625.0,25.245,O,4650.0,4636.0,4625.0,2020-08-13,SENTINEL-2,,Bing/Google Earth
Catamarca,Alta cuenca del rio Juramento,R. Santa María,K0280000,G662098O273058S,GE,,9,,,,,,,,,1,2,0,2,2,-66.2098,-27.3059,0.0679,477.0,4628.0,4581.0,4541.0,21.491,SO,4628.0,4581.0,4541.0,2020-08-13,SENTINEL-2,,Bing/Google Earth
Catamarca,Alta cuenca del rio Juramento,R. Santa María,K0280000,G661921O273035S,GE,,9,,,,,,,,,1,1,1,1,1,-66.1922,-27.3035,0.0484,303.0,4748.0,4705.0,4676.0,23.758,NO,4748.0,4705.0,4676.0,2020-08-13,SENTINEL-2,,Bing/Google Earth
Catamarca,Alta cuenca del rio Juramento,R. Santa María,K0280000,G661947O272998S,GE,,9,,,,,,,,,1,2,3,2,2,-66.1942,-27.3001,0.0328,513.0,4658.0,4565.0,4511.0,24.749,NO,4586.0,4538.0,4511.0,2020-08-13,SENTINEL-2,,Bing/Google Earth
Catamarca,Alta cuenca del rio Juramento,R. Santa María,K0280000,G661947O272998S,GE,,9,,,,,,,,,1,1,3,2,2,-66.1942,-27.3001,0.0297,513.0,4658.0,4565.0,4511.0,24.749,NO,4658.0,4600.0,4545.0,2020-08-13,SENTINEL-2,,Bing/Google Earth
Catamarca,Salar de Pipanaco,R. Andalgalá,K0870000,G662224O273230S,GE,,9,,,,,,,,,1,2,1,1,2,-66.2225,-27.3231,0.1378,980.0,4763.0,4620.0,4515.0,18.509,O,4763.0,4620.0,4515.0,2020-08-13,SENTINEL-2,,Bing/Google Earth
Catamarca,R. Salí - Dulce,"R. Vipos, Lules, Balderrama, Gastona y Medinas",K0860000,G661834O273057S,GE,,9,,,,,,,,,1,2,4,2,2,-66.1834,-27.3057,0.0118,113.0,5068.0,5034.0,4998.0,25.406,SE,5068.0,5034.0,4998.0,2020-08-13,SENTINEL-2,,Bing/Google Earth
Catamarca,R. Salí - Dulce,"R. Vipos, Lules, Balderrama, Gastona y Medinas",K0860000,G661674O273060S,GE,,9,,,,,,,,,1,1,4,2,2,-66.1674,-27.306,0.2493,,4813.0,4744.0,4625.0,18.76,SE,4813.0,4744.0,4625.0,2020-08-13,SENTINEL-2,,Bing/Google Earth
Catamarca,R. Salí - Dulce,"R. Vipos, Lules, Balderrama, Gastona y Medinas",K0860000,G661776O273051S,GE,,9,,,,,,,,,1,1,1,2,2,-66.1776,-27.3051,0.0867,347.0,4897.0,4877.0,4857.0,17.338,SE,4897.0,4877.0,4857.0,2020-08-13,SENTINEL-2,,Bing/Google Earth
Catamarca,R. Salí - Dulce,"R. Vipos, Lules, Balderrama, Gastona y Medinas",K0860000,G661688O273146S,GE,,9,,,,,,,,,1,2,1,2,2,-66.1688,-27.3146,0.0405,334.0,4765.0,4718.0,4663.0,25.145,NE,4765.0,4718.0,4663.0,2020-08-13,SENTINEL-2,,Bing/Google Earth
Catamarca,R. Salí - Dulce,"R. Vipos, Lules, Balderrama, Gastona y Medinas",K0860000,G661812O273097S,GE,,9,,,,,,,,,1,2,4,2,2,-66.1812,-27.3097,0.0699,,4930.0,4879.0,4822.0,14.76,SE,4930.0,4879.0,4822.0,2020-08-13,SENTINEL-2,,Bing/Google Earth
Catamarca,R. Salí - Dulce,"R. Vipos, Lules, Balderrama, Gastona y Medinas",K0860000,G661752O273133S,GE,,9,,,,,,,,,1,2,4,2,2,-66.1752,-27.3133,0.077,151.0,4898.0,4854.0,4789.0,13.752,N,4898.0,4854.0,4789.0,2020-08-13,SENTINEL-2,,Bing/Google Earth
Catamarca,R. Salí - Dulce,"R. Vipos, Lules, Balderrama, Gastona y Medinas",K0860000,G661846O273155S,GE,,9,,,,,,,,,3,1,1,1,2,-66.1846,-27.3155,0.2485,939.0,5099.0,5005.0,4924.0,12.523,NE,5099.0,5005.0,4924.0,2020-08-13,SENTINEL-2,,Bing/Google Earth
Catamarca,R. Salí - Dulce,"R. Vipos, Lules, Balderrama, Gastona y Medinas",K0860000,G661809O273206S,GE,,9,,,,,,,,,1,1,4,2,2,-66.1809,-27.3206,0.0176,,5234.0,5198.0,5168.0,25.647,NO,5234.0,5198.0,5168.0,2020-08-13,SENTINEL-2,,Bing/Google Earth
Catamarca,Salar de Pipanaco,R. Andalgalá,K0870000,G662112O273344S,GE,,9,,,,,,,,,1,2,1,1,1,-66.2112,-27.3344,0.0923,531.0,4474.0,4426.0,4358.0,19.276,SO,4474.0,4426.0,4358.0,2020-08-13,SENTINEL-2,,Bing/Google Earth
Catamarca,Salar de Pipanaco,R. Andalgalá,K0870000,G662071O273362S,GE,,9,,,,,,,,,1,2,1,1,1,-66.2072,-27.3363,0.2156,1369.0,4616.0,4475.0,4283.0,16.799,SO,4616.0,4475.0,4283.0,2020-08-13,SENTINEL-2,,Bing/Google Earth
Catamarca,Salar de Pipanaco,R. Andalgalá,K0870000,G662002O273332S,GE,,9,,,,,,,,,1,1,4,2,2,-66.2003,-27.3332,0.07,390.0,4697.0,4665.0,4621.0,17.647,SO,4697.0,4665.0,4621.0,2020-08-13,SENTINEL-2,,Bing/Google Earth
Catamarca,Salar de Pipanaco,R. Andalgalá,K0870000,G661959O273287S,GE,,9,,,,,,,,,1,1,2,1,1,-66.196,-27.3288,0.017,121.0,4926.0,4911.0,4896.0,28.506,SO,4926.0,4911.0,4896.0,2020-08-13,SENTINEL-2,,Bing/Google Earth
Catamarca,Salar de Pipanaco,R. Andalgalá,K0870000,G662141O273335S,GE,,9,,,,,,,,,1,2,1,1,1,-66.2142,-27.3335,0.0303,299.0,4451.0,4440.0,4421.0,20.633,S,4451.0,4440.0,4421.0,2020-08-13,SENTINEL-2,,Bing/Google Earth
Catamarca,Salar de Pipanaco,R. Andalgalá,K0870000,G662197O273291S,GE,,9,,,,,,,,,1,1,1,1,1,-66.2198,-27.3291,0.1006,562.0,4550.0,4468.0,4381.0,20.603,S,4550.0,4468.0,4381.0,2020-08-13,SENTINEL-2,,Bing/Google Earth
Catamarca,Salar de Pipanaco,R. Andalgalá,K0870000,G662343O273300S,GE,,9,,,,,,,,,1,2,4,2,2,-66.2344,-27.33,0.0814,365.0,4494.0,4454.0,4398.0,20.365,S,4494.0,4454.0,4398.0,2020-08-13,SENTINEL-2,,Bing/Google Earth
Catamarca,Salar de Pipanaco,R. Andalgalá,K0870000,G662417O273269S,GE,,9,,,,,,,,,1,2,4,1,2,-66.2417,-27.327,0.035,146.0,4550.0,4528.0,4509.0,19.989,S,4550.0,4528.0,4509.0,2020-08-13,SENTINEL-2,,Bing/Google Earth
Catamarca,Salar de Pipanaco,R. Andalgalá,K0870000,G662264O273272S,GE,,9,,,,,,,,,1,2,4,2,2,-66.2256,-27.3272,0.044,292.0,4416.0,4369.0,4336.0,21.794,S,4367.0,4352.0,4336.0,2020-08-13,SENTINEL-2,,Bing/Google Earth
Catamarca,Salar de Pipanaco,R. Andalgalá,K0870000,G661965O273313S,GE,,9,,,,,,,,,1,1,2,1,2,-66.1965,-27.3314,0.0648,216.0,4883.0,4851.0,4810.0,19.744,O,4883.0,4851.0,4810.0,2020-08-13,SENTINEL-2,,Bing/Google Earth
Catamarca,Salar de Pipanaco,R. Andalgalá,K0870000,G662311O273203S,GE,,9,,,,,,,,,1,1,4,2,2,-66.2317,-27.3211,0.0703,618.0,4600.0,4498.0,4441.0,19.086,S,4600.0,4512.0,4467.0,2020-08-13,SENTINEL-2,,Bing/Google Earth
Catamarca,Salar de Pipanaco,R. Andalgalá,K0870000,G662134O273318S,GE,,9,,,,,,,,,1,2,2,1,1,-66.2134,-27.3319,0.017,83.0,4536.0,4514.0,4474.0,23.773,S,4536.0,4514.0,4474.0,2020-08-13,SENTINEL-2,,Bing/Google Earth
Catamarca,Salar de Pipanaco,R. Andalgalá,K0870000,G662311O273203S,GE,,9,,,,,,,,,1,2,4,2,2,-66.2317,-27.3211,0.0485,618.0,4600.0,4498.0,4441.0,19.086,S,4480.0,4461.0,4441.0,2020-08-13,SENTINEL-2,,Bing/Google Earth
Catamarca,Salar de Pipanaco,R. Andalgalá,K0870000,G662464O273358S,GE,,9,,,,,,,,,1,2,4,1,2,-66.2464,-27.3359,0.0803,466.0,4392.0,4360.0,4309.0,16.495,S,4392.0,4360.0,4309.0,2020-08-13,SENTINEL-2,,Bing/Google Earth
Catamarca,Salar de Pipanaco,R. Andalgalá,K0870000,G662264O273272S,GE,,9,,,,,,,,,1,1,4,2,2,-66.2256,-27.3272,0.0498,292.0,4416.0,4369.0,4336.0,21.794,S,4416.0,4386.0,4354.0,2020-08-13,SENTINEL-2,,Bing/Google Earth
Catamarca,R. Salí - Dulce,"R. Vipos, Lules, Balderrama, Gastona y Medinas",K0860000,G661525O272780S,GE,,9,,,,,,,,,1,1,1,2,2,-66.1525,-27.278,0.0513,538.0,4851.0,4779.0,4699.0,22.7,SE,4851.0,4779.0,4699.0,2020-08-13,SENTINEL-2,,Bing/Google Earth
Catamarca,R. Salí - Dulce,"R. Vipos, Lules, Balderrama, Gastona y Medinas",K0860000,G661615O273279S,GE,,9,,,,,,,,,1,1,1,2,2,-66.1594,-27.33,0.3882,2031.0,4967.0,4714.0,4517.0,17.221,SE,4967.0,4765.0,4629.0,2020-08-13,SENTINEL-2,,Bing/Google Earth
Catamarca,R. Salí - Dulce,"R. Vipos, Lules, Balderrama, Gastona y Medinas",K0860000,G661615O273279S,GE,,9,,,,,,,,,1,2,1,2,2,-66.1594,-27.33,0.1483,2031.0,4967.0,4714.0,4517.0,17.221,SE,4657.0,4577.0,4517.0,2020-08-13,SENTINEL-2,,Bing/Google Earth
Catamarca,R. Salí - Dulce,"R. Vipos, Lules, Balderrama, Gastona y Medinas",K0860000,G661801O273273S,GE,,9,,,,,,,,,1,1,4,2,2,-66.1801,-27.3273,0.0744,,5261.0,5121.0,5018.0,23.788,SE,5261.0,5121.0,5018.0,2020-08-13,SENTINEL-2,,Bing/Google Earth
Catamarca,R. Salí - Dulce,"R. Vipos, Lules, Balderrama, Gastona y Medinas",K0860000,G661554O273104S,GE,,9,,,,,,,,,1,2,1,1,2,-66.1554,-27.3104,0.1226,,4656.0,4536.0,4465.0,18.148,SE,4656.0,4536.0,4465.0,2020-08-13,SENTINEL-2,,Bing/Google Earth
Catamarca,R. Salí - Dulce,"R. Vipos, Lules, Balderrama, Gastona y Medinas",K0860000,G661496O273312S,GE,,9,,,,,,,,,1,2,4,2,2,-66.1496,-27.3312,0.0263,193.0,4443.0,4433.0,4414.0,23.845,S,4443.0,4433.0,4414.0,2020-08-13,SENTINEL-2,,Bing/Google Earth
Catamarca,R. Salí - Dulce,"R. Vipos, Lules, Balderrama, Gastona y Medinas",K0860000,G661555O273292S,GE,,9,,,,,,,,,1,2,4,2,2,-66.1555,-27.3292,0.0813,,4607.0,4548.0,4482.0,20.347,SE,4607.0,4548.0,4482.0,2020-08-13,SENTINEL-2,,Bing/Google Earth
